用户ID,性别,年龄,归属地,客户类型,在网时长,换机频率,终端品牌,终端类型,最近使用操作系统偏好,入网渠道类型,渠道类型描述,上网流量使用,漫游流量使用,总收入,增值收入,流量收入,短信收入,彩信收入,语音收入,是否欠费,产品大类,产品分类
0B475C6C6AA88A315BF01D3F864FD0FB,男,25,北京,公众客户,9,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,289.80296,0,25.85,13.9,13.8,0.1,0.1,1.95,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
0BA82A1733637EAE9F7E2A255F328E98,女,52,天津,公众客户,107,频繁换机型,苹果,3G,IOS,1,自有渠道,1403.239645,32.747243,75.9,66,60,5.9,6,3.9,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
0E14437422DDE37B1F7BADE4629AB52E,女,52,天津,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,191.90822,5.625121,94.75,1.9,1.8,0.1,0.1,92.85,否,基本套餐,4G全国套餐-76元套餐（新）
0E176BB48F1341B0A1123059E709EA2D,女,23,北京,公众客户,25,频繁换机型,苹果,3G,IOS,1,自有渠道,214.556439,7.561213,55.64,0,5,0.76,0,1.86,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
0E22558CAE1B94541E9837DCC85710F4,男,21,北京,公众客户,1,频繁换机型,乐视,0,,1,自有渠道,68.901975,68.901975,32,20.8,20.7,0.1,0.1,0.2,是,省内流量套餐,20元450MB省内流量套餐
0EEDD3189DA380F9751CD058E90F7085,女,23,北京,公众客户,1,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,60.319565,60.319565,26.5,4.1,3.3,0.8,0.8,22.4,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
0F12EDB6224AC5969CD331E0B67D6281,男,25,天津,公众客户,15,频繁换机型,维沃,2G,ANDROID,2,社会渠道,278.529496,11.523736,274.05,100.3,83.7,0.1,0,103.75,否,4G本地语音套餐,4G本地语音套餐-70元套餐
0F4CEA945A5306FE9F302E92A5DE7B4A,女,34,廊坊,公众客户,1,偶尔换机型,,0,,2,社会渠道,0.001855,0,1,0.4,0.3,0.1,0.1,0.6,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
1022892BE98A4EA3CAD93E7CE0F4A571,男,30,石家庄,公众客户,2,频繁换机型,,,,2,社会渠道,9.536752,0.285198,13.7,3.3,3,0.3,0.3,0.4,否,4G本地语音套餐,4G本地语音套餐-10元套餐
1030F766B0F1B77B3C2E3CA9111111EB,女,35,北京,公众客户,68,频繁换机型,苹果,4G,IOS,2,社会渠道,1925.872182,2.525386,115.24,1.81,5.05,1.76,0,42.9,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
11704BB8696E65C7EE1AC12305501488,男,33,北京,公众客户,4,频繁换机型,小米,4G,ANDROID 4.4.4,1,自有渠道,234.875149,0,21.25,10.2,1.2,8.9,9,1.05,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
0094BD244B02DD7306131F21017C7E5F,男,30,北京,公众客户,1,频繁换机型,苹果,4G,IOS,2,社会渠道,1626.478696,209.557549,211.05,179.6,179.4,0.2,0.2,21.45,否,校园专属-非小区基本套餐,校园专属-沃派16元套餐(北京)
013DA98E47EC414ECCDD5DFB98F3EBD4,男,37,保定,公众客户,3,频繁换机型,苹果,4G,IOS 7.0,1,自有渠道,1521.34077,0,49.6,12.4,12.3,0.1,0.1,1.2,否,本地套餐,4G本地套餐-36元套餐
02190795F8241E29CE1B6CCD57C6C40F,女,21,北京,公众客户,3,频繁换机型,苹果,3G,IOS,1,自有渠道,1509.219732,0,439.5,291.7,228.6,63.4,63.4,87.8,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
02B150B383D164B42136F62150F7B1B0,女,33,北京,公众客户,1,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,417.288904,0,99.4,44.7,43.5,0.9,0.9,44.7,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
039A10D9585E8DC46C6B52804D44F646,男,17,北京,公众客户,1,频繁换机型,苹果,3G,IOS 6.0,2,社会渠道,287.359757,0,90.25,87.7,86.4,1.3,1.3,2.55,否,校园专属-非小区A套餐,校园专属-沃派36元A套餐
045BDCA49898CE12AD6FB224FE236D62,女,25,秦皇岛,公众客户,6,频繁换机型,,2G,,1,自有渠道,42.572126,0.079249,82.65,14.2,12.9,1.3,1.3,58.45,是,4G本地语音套餐,4G本地语音套餐-10元套餐
04632F9CF0031AB54AA33F1E90304CCC,女,18,北京,公众客户,2,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,2002.858986,0,267.6,141,131.4,9,9,86.6,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
048D13CD15E9B0DAF067D6FD78E35BDF,女,46,保定,公众客户,187,频繁换机型,苹果,4G,IOS 9.3,1,自有渠道,197.208612,28.043029,104.2,34.2,14.7,17.4,17.5,54,否,本地套餐,4G本地套餐-16元套餐
06AE3188BE77CA7FBD5D892950E6CBAA,女,31,邯郸,公众客户,1,频繁换机型,华为,4G,ANDROID 5.0.2,2,社会渠道,932.53679,0,160.1,116,114.6,1.1,1.1,8.1,是,本地套餐,4G本地套餐-26元套餐
07FE1E6513633E5154F306F598C890DA,男,21,天津,公众客户,11,频繁换机型,魅族,4G,ANDROID 5.1.0,1,自有渠道,612.943058,50.183254,165.5,15.3,15.3,4.4,0,50.2,否,4G本地行业套餐,集客4G本地行业套餐-30元套餐
08A51ACF2DA8597654D88B2AD3C3CE0A,女,28,北京,公众客户,49,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,3101.94867,0,298.25,140,120,20,0,47.25,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
08DE349D48182712FFC757CD83A9EC95,男,20,张家口,公众客户,6,频繁换机型,苹果,3G,IOS 6.0,1,自有渠道,40282.93696,38472.03316,229.05,106.1,69.6,1.5,1.5,16.95,否,校园专属-非小区B套餐,校园专属-沃派36元B套餐
093BE76A7A9FFF7C4CA3512B37DF7211,女,24,北京,公众客户,32,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,12711.48514,714.022573,290.26,0.26,5,0.26,0,47,否,国内流量套餐,290元11GB国内流量套餐
0A429B7752230630FB9E2D2D9E30F4CF,男,35,北京,公众客户,69,频繁换机型,锤子,3G,ANDROID 4.4.2,2,社会渠道,1259.395132,154.328591,249.7,0.78,5,0.78,0,1.92,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
0A8FF250F97E2C3723EDBA730EB3EF0A,女,56,北京,公众客户,1,频繁换机型,苹果,3G,IOS,1,自有渠道,53.19344,53.183715,15.7,4.1,1.2,2.6,2.6,7.6,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
0C7949DD1D08322F75E3E330E0DEF1C2,女,37,北京,公众客户,2,频繁换机型,苹果,3G,IOS,2,社会渠道,1962.866547,1962.866547,1225.52,2.28,235,2.28,0,402.24,否,基本套餐,596元基本套餐（含国内语音3000分钟，国内流量11GB）
0C919BE7C6E62E7DC0BAE1B4E65E9C2B,男,38,北京,公众客户,82,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,2933.780301,2612.246325,602.84,1.04,82.94,1.04,0,4.8,否,国内流量套餐,90元2GB国内流量套餐
0CCC159E12AD7BF092C62BE95C3BCA55,男,50,张家口,公众客户,151,频繁换机型,小米,4G,ANDROID 4.4.4,2,社会渠道,132.234283,0.079176,23.9,0.4,0.3,0.1,0.1,7.5,否,本地套餐,4G本地套餐-16元套餐
0D934F4971905867E3434FFFBA843711,女,42,沧州,公众客户,5,频繁换机型,,0,,1,自有渠道,0.001531,0,24.35,3.4,0.3,0.1,0.1,10.95,否,4G本地语音套餐,4G本地语音套餐-10元套餐
107EDFFFB1845633B8272DD7FBF5E0AB,女,25,北京,公众客户,1,频繁换机型,欧珀,4G,ANDROID,1,自有渠道,132.513788,0,63.2,50.3,39.9,0.4,0.4,12.9,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
1158AF5CF23F38818826AAC00AF59EF7,男,38,沧州,公众客户,59,频繁换机型,维沃,4G,ANDROID,2,社会渠道,17.493384,15.066544,47.4,7.8,5.4,3.5,2.7,19.6,否,4G本地语音套餐,4G本地语音套餐-20元套餐
1180B925AC6691C736EA58884D01FC14,男,41,天津,公众客户,7,频繁换机型,维沃,4G,ANDROID,2,社会渠道,2780.940662,74.130597,13.65,3.3,2.1,1.2,0.8,4.35,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
125061BB7A197D5E0175FB8D8C191933,男,50,北京,公众客户,58,频繁换机型,苹果,3G,IOS,2,社会渠道,1571.080019,629.582608,85.6,40.2,11.2,20,0,5.4,否,国内流量套餐,30元500MB国内流量套餐
002283ACC048FC657C2A2CB2D590C28B,男,30,石家庄,公众客户,9,频繁换机型,诺基亚,3G,,2,社会渠道,3.756026,0,13.55,3.4,1.2,2.2,2.2,0.15,否,4G本地语音套餐,4G本地语音套餐-10元套餐
024D85BFE4AA86740835D6CBAE277F4B,无法区分,,天津,集团-中小企,17,频繁换机型,小米,4G,ANDROID 4.4.2,1,自有渠道,471.031941,129.011103,373.36,211.32,210.56,0.76,0,26.04,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
030FD0CE0C09128036D19B00F5B5B145,女,31,天津,公众客户,18,频繁换机型,欧珀,2G,ANDROID 4.2.2,1,自有渠道,427.786882,59.958765,58.5,18.1,18,0.1,0,0.4,是,本地套餐,4G本地套餐-40元套餐（京津）
03EE19C1BC41E8A3DFA7509720025CFB,男,50,天津,公众客户,87,频繁换机型,,0,,1,自有渠道,1343.357814,0,147.9,68,60,8,0,3.9,是,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
03EF8187EFE8A87255D49746E835A11F,女,22,天津,公众客户,25,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,1440.127447,0,271.87,49.6,39.6,10,0,179.4,否,本地套餐,4G本地套餐-26元套餐
04E5CE515BB8DEF694E2633711193866,女,41,天津,公众客户,36,频繁换机型,欧珀,2G,ANDROID,1,自有渠道,53.529303,0.009977,47.7,6.4,0.3,6.1,6.1,15.3,否,本地套餐,4G本地套餐-26元套餐
05D8543E429FBF45F9A23445C241B5BC,男,22,北京,公众客户,19,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,382.199819,311.472194,65.6,22.6,12.6,10,0,21,否,国内流量套餐,20元300MB国内流量套餐
05E9326F78FF6739A84207678DFB9EBF,女,33,北京,公众客户,66,频繁换机型,苹果,3G,IOS 7.0,1,自有渠道,545.227907,41.8845,123.26,1.56,55,1.56,0,24.24,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
062F7619F12276B31056494F52D5B8D4,男,50,北京,公众客户,1,频繁换机型,金立,4G,ANDROID,1,自有渠道,1799.753754,0,201.45,120.1,120,0.1,0.1,28.35,是,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
099DDCE831BCFE6DE3C4FB88C39CB9A3,男,29,北京,公众客户,50,频繁换机型,苹果,4G,IOS 6.0,2,社会渠道,475.695213,475.695213,72.16,2.72,25,2.72,1.2,22.44,是,国内流量套餐,20元300MB国内流量套餐
0B9E647823B6D4ABC756EFA7F8B988A4,男,25,天津,公众客户,1,频繁换机型,苹果,3G,IOS,2,社会渠道,447.910056,41.827678,32.25,24.6,12.6,12,12,7.65,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
0BE4596625B3B08AF9A3708316834F69,男,33,天津,公众客户,52,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,866.338246,0,117.81,21.59,20.4,5,0,6.12,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
0C1710B3B3ECF6DD03C234EF4E37D096,女,53,承德,公众客户,4,频繁换机型,苹果,3G,IOS,2,社会渠道,56.440121,56.440121,30.2,17.2,17.1,0.1,0.1,3,否,4G本地语音套餐,4G本地语音套餐-10元套餐
0D48C5113DB2DEDAAC69A9D46BB358A1,女,46,天津,公众客户,1,频繁换机型,苹果,3G,IOS,2,社会渠道,396.873509,0,21.46,3.8,3.6,0.2,0,2.1,否,本地套餐,4G本地套餐-40元套餐（京津）
0D80898A2DD8AD233D2D3F8C11814B5F,男,43,天津,公众客户,1,频繁换机型,三星,2G,ANDROID 4.4.4,1,自有渠道,6.729975,0,5.9,2.3,2.1,0.2,0.2,3.6,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
0DE77EA7166DE394BA539D70D099715D,男,44,天津,公众客户,1,频繁换机型,苹果,4G,IOS,2,社会渠道,357.932074,44.972246,17.8,13.6,13.5,0.1,0.1,4.2,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
0E0EE984D61838440B2099ADA88B956F,女,25,衡水,公众客户,4,频繁换机型,苹果,3G,IOS 6.0,2,社会渠道,806.436612,0,68.15,17.9,17.4,0.5,0.5,14.25,否,本地套餐,4G本地套餐-36元套餐
0E28EFF102DDFCB251B7FC10B2D7A723,女,48,天津,公众客户,1,频繁换机型,乐视,4G,ANDROID,2,社会渠道,29.597607,0,11.35,9.1,9,0.1,0.1,2.25,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
0EEB243C1731C19CAABDDBEB1A68FCF4,男,41,北京,公众客户,13,频繁换机型,联想,2G,ANDROID,1,自有渠道,822.040847,9.793092,71.2,18,3,15,0,13.2,否,4G本地行业套餐,集客4G本地行业套餐-36元套餐（京）
0F9F41E2BC9836350B27527C66644DD8,男,36,北京,公众客户,71,频繁换机型,苹果,3G,IOS,1,自有渠道,4713.594388,3165.021317,424.96,0.62,5,0.52,0.1,81.6,否,基本套餐,166元基本套餐（含国内语音500分钟，国内流量2GB）
0FDC9F5F997FA280BEF48C2C1EC023EB,女,50,北京,公众客户,1,频繁换机型,酷派,2G,ANDROID,2,社会渠道,0.419634,0,18.2,0.4,0.3,0.1,0.1,17.8,是,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
10FBA437C5D6C66ED25391A215D78C09,女,33,北京,公众客户,71,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,4853.651675,424.896633,367.96,139.32,138.8,0.52,0,8.64,否,国内流量套餐,120元3GB国内流量套餐
115BBC497D876A1027811638B22202FD,男,52,保定,公众客户,73,频繁换机型,,0,,1,自有渠道,676.745379,0,35.2,0,4.2,0.9,0,9.2,否,本地套餐,4G本地套餐-26元套餐
1225698BC7B0FE9EE33A2BC5D715AA07,女,32,天津,公众客户,67,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,7780.354548,2698.927454,270.04,12.7,2.7,10,0,4.2,否,基本套餐,196元基本套餐（含国内语音500分钟，国内流量3GB）
13AE762B04760F645D989EB6CEFDA8A7,女,36,北京,公众客户,42,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,8878.056918,749.711682,507.76,121.56,145,1.82,0,13.2,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
13F177F1067923D1D82747C109A8E63D,男,26,北京,公众客户,38,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,1180.650387,531.898651,163.1,75,60,15,0,2.1,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
14B631F1993B6F57767D91C0176030DC,女,56,北京,公众客户,38,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,3311.11347,213.636615,273.27,60.26,60,0.26,0,100.8,否,智慧沃家共享,智慧沃家共享套餐-全国流量包79.9元2GB
14E3C3B55A783FB6D5B6D87CF7047A31,男,37,天津,公众客户,154,频繁换机型,苹果,3G,IOS 6.0,1,自有渠道,2252.98445,405.001987,250.05,77.6,60,17.5,0.1,66.45,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
14F4B224DCC86874A621FA3CD4D1A7F1,男,20,天津,公众客户,1,频繁换机型,,0,,1,自有渠道,15.085682,4.363628,5.5,4.9,4.8,0.1,0.1,0.6,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
15641F9AD4694EBF27FB9B15F753B4EF,男,22,天津,公众客户,47,频繁换机型,华为,4G,ANDROID 4.4.2,2,社会渠道,184.547091,10.688291,76.62,1.04,8.3,4.04,0,2.88,否,本地套餐,4G本地套餐-70元套餐
15860443D74676C21BFE40945221488C,男,43,天津,公众客户,47,频繁换机型,华为,4G,ANDROID 5.1,2,社会渠道,550.041523,0.004002,289.5,18.2,10.2,8,0,207.3,否,国内流量套餐,30元500MB国内流量套餐
16613E1C30FB3B031FE7BA156734215D,男,27,天津,公众客户,26,频繁换机型,小米,4G,ANDROID 4.4.4,2,社会渠道,289.094315,0,63,42.3,41.1,1.2,0,2.7,否,省内流量套餐,10元150MB省内流量套餐
1753382620906020A1F12F94E0A5108A,男,21,北京,公众客户,45,频繁换机型,,0,,1,自有渠道,1951.733045,253.609575,99.95,9.6,1.5,8,0.1,34.35,否,校园专属-非小区A套餐,校园专属-沃派26元A套餐
1823C66B942388AD7EEC0EDC90AD57CF,男,33,北京,公众客户,1,频繁换机型,苹果,3G,IOS 7.0,1,自有渠道,24.161785,0,63.4,7.7,7.5,0.2,0.2,55.7,是,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
18EB51541EEA81F1DE53156613F53AB7,男,32,邯郸,公众客户,4,频繁换机型,乐视,4G,ANDROID,1,自有渠道,1412.854798,0,34.61,3.1,2.1,1,1,0.1,否,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
19CE3D79AEDDA456EE1A31A2932A8F8B,男,31,北京,公众客户,34,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,3259.60016,316.445199,519.8,396.4,383.8,6.2,7.4,69.4,否,国内流量套餐,60元1GB国内流量套餐
1ACF75300B4493CA276CC596CF28F189,女,25,天津,公众客户,62,频繁换机型,苹果,4G,IOS 9.0,2,社会渠道,3399.004206,0,183.5,0,11.4,3,0,53.4,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
1BDB62303B357824AFF4EBE52F9C91A1,男,24,石家庄,公众客户,35,频繁换机型,苹果,4G,IOS 9.0,1,自有渠道,1046.539117,0,274.9,63.61,60,1.9,1.9,107,否,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
1CCDFEE953EE9FB96D3789010C421B85,男,33,天津,公众客户,26,频繁换机型,华为,4G,ANDROID 4.4.2,2,社会渠道,134.431672,134.431672,23,7.2,7,0.2,0,1.8,否,国内流量套餐,10元100MB国内流量套餐
1DBC6979039CE195AA6DFE7D47D31606,女,65,天津,公众客户,13,频繁换机型,华为,3G,ANDROID,1,自有渠道,530.101819,3.491277,106.5,5.8,1.8,4,4,74.7,否,本地套餐,4G本地套餐-26元套餐
1E0B32DA642DA1ABD11E5BB76C8DB0D9,男,22,石家庄,公众客户,9,频繁换机型,三星,4G,ANDROID 4.4.4,2,社会渠道,5002.954395,0,64.7,41.1,21,5.1,5.1,6.6,否,校园专属-非小区B套餐,校园专属-沃派26元B套餐
1F16A4DE75CC0306D35A41326893F20E,男,18,廊坊,公众客户,3,频繁换机型,魅族,2G,ANDROID 4.4,2,社会渠道,514.781624,0,147.7,113.4,109.8,0.9,0.9,18.3,否,本地套餐,4G本地套餐-16元套餐
1F1B3D295BAE6FDAA6CDB2C706AACD7D,男,62,天津,公众客户,12,频繁换机型,小米,4G,ANDROID 4.4.2,1,自有渠道,1295.336594,0,62.66,3.1,6.6,4.7,0,11.4,否,本地套餐,4G本地套餐-40元套餐（京津）
1FF0F5FC83021D7781B60E68D73BAB34,男,30,天津,公众客户,63,频繁换机型,苹果,4G,IOS,2,社会渠道,843.309877,182.267863,93.04,2.44,5,4.16,0.1,9.6,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
1FFC23847A61C521A75266942E4637AE,男,32,北京,公众客户,55,频繁换机型,苹果,4G,IOS,1,自有渠道,6929.052111,34.223764,468,210.05,180,30.4,30.4,1.6,否,基本套餐,296元基本套餐（含国内语音1000分钟，国内流量4GB)
2052CF63980F79AF05F78DA3A00ED4A5,男,22,天津,公众客户,20,频繁换机型,苹果,3G,IOS 7.0,1,自有渠道,2028.947703,102.529341,153.34,8.4,5.4,3,0,16.5,是,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
2071E682962EBBDD3469E6F69D19F914,男,47,保定,公众客户,51,频繁换机型,,0,,2,社会渠道,3.860423,3.860423,42.15,2.3,1.2,0.5,1.1,23.85,否,本地套餐,4G本地套餐-16元套餐
0F8AF9D6247036836FCF7CEFED51629D,男,36,北京,公众客户,1,频繁换机型,小米,2G,ANDROID 5.0,1,自有渠道,0.016345,0,0.8,0.6,0.3,0.3,0.3,0.2,是,智慧沃家共享,智慧沃家共享套餐-全国流量包49.9元1GB
1022C1974B39EB9143F2E887A8962875,女,18,邯郸,公众客户,3,频繁换机型,魅族,4G,,2,社会渠道,206.407572,0,51.75,14.3,11.7,2.6,2.6,21.45,否,本地套餐,4G本地套餐-16元套餐
102A7EC42C1468B4CF97BD86FBBF5317,女,36,北京,公众客户,1,频繁换机型,苹果,4G,IOS 7.0,1,自有渠道,86.718295,0,58,26.2,26.1,0.1,0.1,31.8,否,省内流量套餐,10元150MB省内流量套餐
10769E838BD7BCBD0DE04917C4B8925D,男,36,北京,公众客户,4,频繁换机型,苹果,4G,IOS 7.0,1,自有渠道,2532.542234,123.184754,263.9,135.1,117.6,13,17.5,38.8,否,4G本地行业套餐,集客4G本地行业套餐-66元套餐（京）
12CB7D90524370B56956F52BD7D1478F,女,47,廊坊,公众客户,3,频繁换机型,奥珀,2G,ANDROID 5.1.1,2,社会渠道,20.956443,0.039174,32.15,9.4,6.3,0.7,3.1,12.75,否,4G本地语音套餐,4G本地语音套餐-10元套餐
140A8A2ACD10658AC262B5F3F0285E98,男,38,天津,公众客户,124,频繁换机型,维沃,3G,ANDROID,1,自有渠道,48.73501,0,30.95,5,2.1,1.6,2.8,19.95,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
14329F00D22C9286EEEF8B65385C08F4,女,41,邢台,公众客户,7,频繁换机型,,0,,2,社会渠道,0.063023,0,26.4,0.5,0.3,0.2,0.2,15.9,否,4G本地语音套餐,4G本地语音套餐-10元套餐
1487A749A5D50E8C7F7AFAFB2CC4EDA8,男,20,天津,公众客户,7,频繁换机型,维沃,4G,ANDROID,2,社会渠道,423.43859,40.86548,149.9,2.5,12.3,0.2,0,107.4,否,本地套餐,4G本地套餐-40元套餐（京津）
14CB10D031EC1BF6112FC055C5E8D0E6,男,33,北京,公众客户,3,频繁换机型,中兴,3G,ANDROID 4.3,1,自有渠道,641.80104,641.80104,39.95,23.5,22.8,0.7,0.7,6.45,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
182EA61A1058E91F7AEF1F9906F646A6,男,36,天津,公众客户,1,频繁换机型,华为,4G,ANDROID 4.4.2,2,社会渠道,115.303582,113.25459,43,35.5,34.2,1.3,1.3,7.5,否,基本套餐,136元基本套餐（含国内语音500分钟，国内流量1GB）
1899518333407C354761FA972E82F9B3,女,39,北京,公众客户,1,频繁换机型,,0,,1,自有渠道,7.018682,0,11.3,8,2.4,0.6,0.6,3.3,否,4G全国语音套餐,4G主副卡业务-语音副卡基本套餐
189E704F3FDA79B40FB9917ACA55C942,男,23,邯郸,公众客户,36,频繁换机型,三星,3G,ANDROID 4.3,2,社会渠道,2239.199942,0,73.12,5,4.6,0.4,0.4,15.6,否,国内流量套餐,10元100MB国内流量套餐
191D2F00F289228809C945BEC4F3B9CA,男,28,北京,公众客户,35,频繁换机型,苹果,4G,IOS 8.0,1,自有渠道,1927.075133,0,168.1,61.7,60,1.6,1.7,0.4,是,基本套餐,106元基本套餐（含国内语音300分钟，国内流量800MB）
199F98F75AA802B5298F2372E540E9B6,男,52,唐山,公众客户,39,频繁换机型,苹果,4G,IOS 8.0,2,社会渠道,810.265452,422.454568,151.7,28.42,3,23,23.2,49.5,否,基本套餐,76元基本套餐（含国内语音200分钟，国内流量400MB）
